6,16,3,3,3,
5,18,10,13,7,
4,20,15,18,12,
3,22,17,23,16,
2,24,22,25,18,
1,26,22,32,20,
0,28,23,33,23,
0,30,24,34,25,
0,32,24,34,25,
0,34,24,33,25,
0,36,24,34,26,
0,38,25,34,27,
0,40,25,33,27,
0,42,26,36,27,
0,44,25,36,28,
0,46,27,35,27,
0,48,29,35,27,
0,50,29,34,27,
0,52,30,33,26,
0,51,32,34,26,
0,50,33,34,26,
0,49,34,33,25,
0,48,34,35,24,
0,47,34,36,25,
0,46,33,38,25,
0,45,34,39,25,
0,44,34,39,24,
0,43,35,38,24,
0,42,34,38,24,
0,41,34,37,24,
0,40,34,37,25,
0,39,33,37,25,
0,38,32,37,26,
0,37,31,37,28,
0,36,33,36,28,
0,35,33,35,29,
0,34,32,35,30,
0,33,33,34,30,
0,32,32,35,30,
0,31,32,35,30,
0,30,31,34,30,
0,29,30,34,31,
0,28,31,35,32,
0,27,31,36,32,
0,26,31,36,31,
0,25,32,36,31,
0,24,31,36,31,
0,23,31,35,30,
0,22,30,34,29,
0,21,31,36,29,
0,20,32,36,28,
0,19,31,35,27,
0,18,31,36,28,
0,17,31,36,28,
0,16,31,35,28,
0,15,31,35,28,
0,14,30,35,29,
0,13,32,36,29,
0,12,31,38,31,
0,11,30,37,31,
0,10,30,37,31,
0,9,30,36,32,
0,8,32,35,33,
0,7,33,34,32,
0,6,32,35,32,
0,5,32,36,32,
0,4,32,36,32,
0,3,31,36,32,
0,2,32,35,32,
0,1,33,36,32,
0,0,32,36,32,
0,0,32,36,32,
0,0,33,36,33,
0,0,34,36,34,
0,0,35,35,34,
0,0,37,35,35,
0,0,38,36,35,
0,0,37,37,35,
0,0,36,36,35,
0,0,36,36,35,
0,0,35,36,35,
0,0,35,35,35,
0,0,35,36,34,
0,0,35,38,33,
0,0,37,38,33,
0,0,37,38,32,
0,0,39,38,31,
0,0,38,39,31,
0,0,38,38,31,
0,0,39,37,31,
0,0,39,36,30,
0,0,39,36,30,
0,0,39,35,31,
0,0,38,35,31,
0,0,38,37,31,
0,0,37,36,31,
0,0,37,38,31,
0,0,36,38,30,
0,0,37,39,30,
0,0,38,38,31,
0,0,38,40,31,
0,0,38,40,30,
0,0,37,41,29,
0,0,37,41,30,
0,0,37,41,29,
0,0,37,40,28,
0,0,36,40,29,
0,0,35,39,29,
0,0,35,39,29,
0,0,36,39,28,
0,0,36,39,27,
0,0,35,38,26,
0,0,34,38,28,
0,0,33,39,27,
0,0,32,38,27,
0,0,32,37,28,
0,0,33,38,27,
0,0,35,39,26,
0,0,35,38,27,
0,0,34,38,27,
0,0,33,39,26,
0,0,32,38,26,
0,0,33,37,26,
0,0,33,36,27,
0,0,32,36,27,
0,0,33,36,26,
0,0,32,37,27,
0,0,31,36,26,
0,0,30,36,26,
0,0,30,36,25,
0,0,31,37,26,
0,0,31,37,26,
0,0,31,37,25,
0,0,32,40,25,
0,0,31,40,24,
0,0,32,39,24,
0,0,31,39,25,
0,0,33,39,27,
0,0,33,40,27,
0,0,33,41,26,
0,0,33,40,25,
0,0,33,39,27,
0,0,34,41,26,
0,0,34,42,26,
0,0,36,42,25,
0,0,36,42,26,
0,0,36,43,25,
0,0,36,42,27,
0,0,36,43,27,
0,0,35,43,26,
0,0,34,43,27,
0,0,33,44,28,
0,0,33,43,27,
0,0,33,42,27,
0,0,33,42,27,
0,0,33,42,28,
0,0,34,41,29,
0,0,33,41,28,
0,0,33,42,27,
0,0,33,42,27,
0,0,32,41,26,
0,0,33,43,27,
0,0,34,43,26,
0,0,33,43,26,
0,0,32,43,27,
0,0,32,42,27,
0,0,32,42,28,
0,0,33,43,28,
0,0,33,44,28,
0,0,34,43,27,
0,0,33,44,26,
0,0,32,45,26,
0,0,33,45,25,
0,0,32,44,24,
0,0,32,46,25,
0,0,31,45,25,
0,0,32,45,25,
0,0,34,44,24,
0,0,34,43,25,
0,0,34,43,25,
0,0,35,44,26,
0,0,34,44,26,
0,0,35,43,25,
0,0,35,43,25,
0,0,35,42,25,
0,0,34,41,25,
0,0,34,41,25,
0,0,34,40,24,
0,0,36,39,24,
0,0,36,38,24,
0,0,36,39,25,
0,0,36,38,24,
0,0,39,38,23,
0,0,40,37,23,
0,0,40,36,23,
0,0,39,37,23,
0,0,39,36,22,
0,0,39,38,23,
0,0,38,39,22,
0,0,39,39,22,
0,0,38,38,21,
0,0,38,39,20,
0,0,38,38,21,
0,0,38,38,21,
0,0,38,38,23,
0,0,39,38,23,
0,0,39,38,22,
0,0,40,39,22,
0,0,41,39,23,
0,0,40,39,24,
0,0,39,41,24,
0,0,39,41,24,
0,0,38,41,23,
0,0,41,42,23,
0,0,41,43,23,
0,0,40,45,25,
0,0,41,45,25,
0,0,40,44,25,
0,0,39,43,27,
0,0,40,43,27,
0,0,40,42,26,
0,0,39,43,25,
0,0,38,43,24,
0,0,37,44,23,
0,0,38,43,22,
0,0,38,43,21,
0,0,38,42,20,
0,0,38,42,19,
0,0,38,42,18,
0,0,39,41,17,
0,0,42,40,16,
0,0,41,41,15,
0,0,41,40,14,
0,0,40,41,13,
0,0,41,40,12,
0,0,41,40,11,
0,0,42,39,10,
0,0,42,39,9,
0,0,42,38,8,
0,0,42,38,7,
0,0,42,38,6,
0,0,42,38,5,
0,0,41,37,4,
0,0,41,36,3,
0,0,41,36,2,
0,0,40,37,1,
0,0,40,38,0,
0,0,39,38,0,
0,0,40,39,0,
0,0,40,38,0,
0,0,41,38,0,
0,0,42,37,0,
0,0,44,38,0,
0,0,44,37,0,
0,0,43,37,0,
0,0,43,37,0,
0,0,43,38,0,
0,0,44,37,0,
0,0,45,36,0,
0,0,45,35,0,
0,0,44,34,0,
0,0,43,34,0,
0,0,45,35,0,
0,0,44,35,0,
0,0,43,35,0,
0,0,43,34,0,
0,0,42,35,0,
0,0,42,37,0,
0,0,42,37,0,
0,0,41,38,0,
0,0,40,39,0,
0,0,40,40,0,
0,0,40,40,0,
0,0,41,39,0,
0,0,42,38,0,
0,0,42,39,0,
0,0,42,39,0,
0,0,42,39,0,
0,0,44,39,0,
0,0,45,39,0,
0,0,45,38,0,
0,0,45,38,0,
0,0,45,40,0,
0,0,44,41,0,
0,0,44,41,0,
0,0,43,40,0,
0,0,43,40,0,
0,0,42,40,0,
0,0,41,39,0,
0,0,42,39,0,
0,0,42,38,0,
0,0,42,37,0,
0,0,42,37,0,
0,0,42,36,0,
0,0,42,38,0,
0,0,41,38,0,
0,0,42,37,0,
0,0,41,37,0,
0,0,40,37,0,
0,0,40,37,0,
0,0,39,38,0,
0,0,38,38,0,
0,0,39,39,0,
0,0,39,38,0,
0,0,40,37,0,
0,0,40,37,0,
0,0,39,37,0,
0,0,39,37,0,
0,0,39,37,0,
0,0,38,36,0,
0,0,38,36,0,
0,0,38,35,0,
0,0,40,35,0,
0,0,39,35,0,
0,0,39,34,0,
0,0,38,34,0,
0,0,37,34,0,
0,0,37,37,0,
